#
#model:
#
#<?xml version="1.0" encoding="UTF-8" standalone="no"?><input id="posterior" spec="beast.core.util.CompoundDistribution">
#    <distribution id="prior" spec="beast.core.util.CompoundDistribution">
#        <distribution id="YuleModel.t:primate" spec="beast.evolution.speciation.YuleModel">
#            <parameter id="birthRate.t:primate" name="birthDiffRate">1.0</parameter>
#            <tree id="Tree.t:primate">
#                <taxonset id="TaxonSet.coding" spec="beast.evolution.alignment.TaxonSet">
#                    <alignment filter="2-457,660-896" id="coding" spec="beast.evolution.alignment.FilteredAlignment">
#                    </alignment>
#                </taxonset>
#            </tree>
#        </distribution>
#        <prior id="YuleBirthRatePrior.t:primate" name="distribution" x="@birthRate.t:primate">
#            <Uniform id="Uniform.0" name="distr" upper="Infinity"/>
#        </prior>
#    </distribution>
#    <distribution id="likelihood" spec="beast.core.util.CompoundDistribution">
#        <distribution data="@coding" id="treeLikelihood.coding" spec="beast.evolution.likelihood.TreeLikelihood" tree="@Tree.t:primate">
#            <siteModel id="SiteModel.s:primate" spec="beast.evolution.sitemodel.SiteModel">
#                <parameter estimate="false" id="mutationRate.s:primate" name="mutationRate">1.0</parameter>
#                <parameter estimate="false" id="gammaShape.s:primate" name="shape">1.0</parameter>
#                <parameter estimate="false" id="proportionInvariant.s:primate" lower="0.0" name="proportionInvariant" upper="1.0">0.0</parameter>
#                <substModel id="tn93.s:primate" spec="beast.evolution.substitutionmodel.TN93">
#                    <parameter id="rateAG.s:primate" lower="0.0" name="kappa1">2.0</parameter>
#                    <parameter id="rateCT.s:primate" lower="0.0" name="kappa2">2.0</parameter>
#                    <frequencies id="estimatedFreqs.s:primate" spec="beast.evolution.substitutionmodel.Frequencies">
#                        <parameter dimension="4" id="freqParameter.s:primate" lower="0.0" name="frequencies" upper="1.0">0.25</parameter>
#                    </frequencies>
#                </substModel>
#            </siteModel>
#            <branchRateModel id="StrictClock.c:primate" spec="beast.evolution.branchratemodel.StrictClockModel">
#                <parameter estimate="false" id="clockRate.c:primate" name="clock.rate">1.0</parameter>
#            </branchRateModel>
#        </distribution>
#        <distribution branchRateModel="@StrictClock.c:primate" id="treeLikelihood.noncoding" siteModel="@SiteModel.s:primate" spec="beast.evolution.likelihood.TreeLikelihood" tree="@Tree.t:primate">
#            <data data="@primate-mtDNA" filter="1,458-659,897-898" id="noncoding" spec="beast.evolution.alignment.FilteredAlignment"/>
#        </distribution>
#    </distribution>
#</input>
#
Sample	posterior	likelihood	prior	treeLikelihood.coding	treeLikelihood.noncoding	TreeHeight	YuleModel	birthRate	rateAG	rateCT	freqParameter.1	freqParameter.2	freqParameter.3	freqParameter.4	
4025000	-5984.876900294783	-5994.651658661493	9.774758366709959	-4961.97501856059	-1032.6766401009024	0.26454307547694833	9.774758366709959	4.9897167192818355	3.7850339487786506	5.601316463224024	0.32340702764066775	0.2803264017192549	0.11295034515764289	0.2833162254824347	
4030000	-5983.298768472816	-5993.866758726586	10.567990253770503	-4960.408598647139	-1033.458160079447	0.26082085092775154	10.567990253770503	6.5114822406213	4.558205494396445	5.07203019899665	0.32340702764066775	0.2803264017192549	0.09551153270195505	0.3007550379381225	
4035000	-5980.84072758975	-5991.707750908046	10.867023318296294	-4962.469543912134	-1029.238206995912	0.23855588760479324	10.867023318296294	7.199411938950232	3.5779614533379553	5.07203019899665	0.32340702764066775	0.2803264017192549	0.11520660513805861	0.28105996550201895	
4040000	-5978.482503786497	-5989.202924488939	10.720420702442006	-4961.037241360702	-1028.1656831282369	0.25103577897299345	10.720420702442006	7.609188729412227	4.213417892940954	5.525580093008717	0.325826677206744	0.2803264017192549	0.11520660513805861	0.2786403159359427	
4045000	-5980.3571275618615	-5990.702485306422	10.345357744560733	-4959.0097203148725	-1031.6927649915494	0.24601211716755467	10.345357744560733	5.870004644351767	3.912893597697926	5.770244048013684	0.33223608731487114	0.2803264017192549	0.1087971950299315	0.2786403159359427	
4050000	-5982.526977152405	-5992.010491417326	9.483514264920496	-4960.867840362413	-1031.1426510549131	0.25303802647053875	9.483514264920496	10.969778328573739	4.856169550315805	5.770244048013684	0.33006220543932147	0.2803264017192549	0.11404672887811401	0.27556466396330986	
4055000	-5982.684261462361	-5992.29931006357	9.615048601209521	-4954.798045306858	-1037.5012647567123	0.25840810482712884	9.615048601209521	5.000162616200175	3.8699211327431424	5.521972914747313	0.33006220543932147	0.2803264017192549	0.11404672887811401	0.27556466396330986	
4060000	-5979.042830040523	-5989.052727368724	10.009897328201427	-4957.859401949049	-1031.1933254196747	0.25611709583151393	10.009897328201427	5.205645477380514	4.65889784332004	6.004005724425953	0.3250382292860394	0.2803264017192549	0.11981162718329215	0.2748237418114138	
4065000	-5984.108249654878	-5993.950680665079	9.842431010201077	-4956.978687050859	-1036.9719936142199	0.27636039282355807	9.842431010201077	6.221419833454853	4.237253211785525	6.004005724425953	0.3250382292860394	0.2803264017192549	0.11981162718329215	0.2748237418114138	
4070000	-5978.903724872691	-5989.282172619372	10.378447746681303	-4961.31058420599	-1027.9715884133823	0.2576244654306506	10.378447746681303	8.30686548454072	4.432950185854845	6.004005724425953	0.3250382292860394	0.2803264017192549	0.11981162718329215	0.2748237418114138	
4075000	-5980.69332575623	-5990.114116912339	9.420791156109637	-4963.750148267937	-1026.363968644402	0.2517936887712229	9.420791156109637	11.39233034584817	4.076811361326657	6.004005724425953	0.3250382292860394	0.2803264017192549	0.11981162718329215	0.2748237418114138	
4080000	-5980.960236340654	-5990.64404795966	9.683811619006867	-4964.463092204006	-1026.1809557556546	0.25258386758580853	9.683811619006867	10.567344808738525	4.239439998801252	6.004005724425953	0.3237160699365497	0.2803264017192549	0.11260650810875378	0.28335102023544184	
4085000	-5981.924454594412	-5991.475683327818	9.5512287334062	-4958.599778918029	-1032.875904409789	0.24541592402058865	9.5512287334062	4.573635014473109	3.6966798032079344	5.3029414527642835	0.3237160699365497	0.2803264017192549	0.1125691696445999	0.2833883586995957	
4090000	-5979.076160603478	-5989.99940836396	10.923247760482962	-4966.153786261368	-1023.845622102593	0.24191846631800268	10.923247760482962	7.614368463603645	3.990236941255659	5.751536185773221	0.3237160699365497	0.2718707374814959	0.12102483388235885	0.2833883586995957	
4095000	-5986.175888499024	-5996.2309098790365	10.055021380012047	-4970.3538593394915	-1025.8770505395448	0.2450145372373098	10.055021380012047	10.638008343378035	3.990236941255659	5.719959146807395	0.3237160699365497	0.27244421739435515	0.12102483388235885	0.2828148787867365	
4100000	-5985.799539052222	-5995.89549678747	10.095957735247968	-4966.573696907107	-1029.321799880363	0.2696209199924855	10.095957735247968	7.759062953630052	3.9129706612138735	6.035550058758562	0.3237160699365497	0.2708194666382757	0.12102483388235885	0.28443962954281593	
4105000	-5983.750208949199	-5993.359369896797	9.609160947598001	-4961.298993585499	-1032.060376311298	0.26583592749315305	9.609160947598001	9.374740979897725	4.362595888815612	6.035550058758562	0.32680901572696314	0.2708194666382757	0.11564202282167702	0.28672949481308435	
4110000	-5980.313940435735	-5990.184461342464	9.870520906728366	-4963.396561614691	-1026.7878997277726	0.24813814399935885	9.870520906728366	11.201400737196305	4.158141118745712	5.7497947751180005	0.33243071978543437	0.27192071506337623	0.11564202282167702	0.2800065423295126	
4115000	-5985.016769209074	-5995.084475928612	10.067706719538572	-4974.103111096237	-1020.9813648323756	0.23914417297682777	10.067706719538572	11.088065462651992	3.989716164637246	5.917679375165053	0.33243071978543437	0.2657626996856193	0.12180003819943395	0.2800065423295126	
4120000	-5981.614701818776	-5991.273880011224	9.659178192448454	-4962.556264470375	-1028.7176155408488	0.2524555264612492	9.659178192448454	10.568772734404147	3.8767302016254193	5.402958505143474	0.33243071978543437	0.2657626996856193	0.12180003819943395	0.2800065423295126	
4125000	-5983.444710784223	-5993.762479702802	10.317768918578711	-4969.164179032757	-1024.5983006700455	0.23681981682129685	10.317768918578711	5.094220389543552	3.8767302016254193	5.402958505143474	0.33243071978543437	0.2657626996856193	0.12180003819943395	0.2800065423295126	
4130000	-5984.38305327788	-5994.400974345924	10.017921068043222	-4964.389347517251	-1030.0116268286727	0.246090801025502	10.017921068043222	5.167538511472263	3.8093940981336925	5.335601368815987	0.33243071978543437	0.2657626996856193	0.12180003819943395	0.2800065423295126	
4135000	-5982.462496870784	-5992.822751498149	10.360254627365498	-4960.842798816789	-1031.9799526813606	0.24793108324341515	10.360254627365498	8.606180957521849	3.362706802243557	5.335601368815987	0.3413230034760471	0.2657626996856193	0.11448568508314717	0.2784286117551867	
4140000	-5984.167954733697	-5994.249832152114	10.081877418417594	-4967.761773210657	-1026.488058941457	0.23583474197377105	10.081877418417594	11.449038664355989	4.677351032067189	5.335601368815987	0.3256502930326066	0.2882217487293242	0.10259473365829125	0.28353322457977814	
4145000	-5976.8518666354985	-5987.605588378145	10.75372174264656	-4957.708358944609	-1029.8972294335354	0.24007548024644584	10.75372174264656	6.102839030816481	4.030122888527084	5.335601368815987	0.32907610116152597	0.2882217487293242	0.10901012696338867	0.2736920231457614	
4150000	-5979.335512994481	-5990.149650958222	10.814137963740887	-4958.789759171028	-1031.359891787194	0.24352268682812955	10.814137963740887	7.248724758556965	4.423076654078313	5.335601368815987	0.32907610116152597	0.2882217487293242	0.10901012696338867	0.2736920231457614	
4155000	-5980.569699846664	-5991.05829263239	10.48859278572549	-4961.155377309302	-1029.902915323088	0.24003582797415435	10.48859278572549	9.317949980514795	4.166079304672223	5.335601368815987	0.3215967777415534	0.291263160879867	0.11344803823281849	0.2736920231457614	
4160000	-5981.155678550678	-5991.409248237534	10.253569686855021	-4953.8607639228	-1037.5484843147333	0.2673389423020468	10.253569686855021	6.9674912973637815	4.166079304672223	5.245456520332629	0.3215967777415534	0.291263160879867	0.11344803823281849	0.2736920231457614	
4165000	-5980.4212111833895	-5991.062452598626	10.641241415236296	-4960.5051334095515	-1030.5573191890744	0.25186847524527983	10.641241415236296	8.403838386847315	4.166079304672223	5.164898218473361	0.32852839154599545	0.27929367639073494	0.11848590891750846	0.2736920231457614	
4170000	-5979.994915287466	-5990.371889280159	10.376973992693085	-4960.96047623612	-1029.4114130440398	0.26165824468612014	10.376973992693085	6.9864166805093255	3.8996716623689953	6.08397865595208	0.3258297396523937	0.27672418879448607	0.11848590891750846	0.278960162635612	
4175000	-5980.867510752559	-5991.145693750217	10.278182997658464	-4960.404455782475	-1030.7412379677417	0.2494635599974044	10.278182997658464	6.9741529022606725	3.7423756454322983	6.08397865595208	0.33405312178964996	0.27672418879448607	0.11848590891750846	0.27073678049835576	
4180000	-5981.57460582735	-5992.199291664991	10.624685837640603	-4968.661921972831	-1023.5373696921592	0.23808376370832499	10.624685837640603	5.729715159318382	4.507033118396116	6.08397865595208	0.326225397420139	0.28455191316399703	0.11848590891750846	0.27073678049835576	
4185000	-5981.850332800438	-5991.782404672809	9.932071872370884	-4960.032677611998	-1031.7497270608108	0.2537964641817208	9.932071872370884	9.392389402739926	4.902976711839095	6.08397865595208	0.33945638847379245	0.28455191316399703	0.10994475615227475	0.266046942209936	
4190000	-5980.818257823257	-5991.260501978726	10.4422441554691	-4959.7209175276275	-1031.5395844510988	0.2404210851370761	10.4422441554691	6.753738649718333	3.846765322237399	5.732720288143694	0.33945638847379245	0.278082204813977	0.11417847044972297	0.2682829362625078	
4195000	-5981.681643033426	-5991.898269352468	10.216626319042321	-4963.253802226001	-1028.644467126466	0.25666216009414494	10.216626319042321	10.052100190129499	3.945527929002256	5.328944682217025	0.33945638847379245	0.2690029796158094	0.11417847044972297	0.27736216146067544	
4200000	-5982.090059281129	-5991.740249345083	9.650190063954284	-4961.501217607894	-1030.2390317371885	0.24806474050302915	9.650190063954284	4.415418882020651	4.308075262465299	5.328944682217025	0.33945638847379245	0.27587008365231225	0.11417847044972297	0.27049505742417257	
4205000	-5983.055771956063	-5993.86367089377	10.807898937706998	-4966.9074726733015	-1026.9561982204682	0.2450644513434353	10.807898937706998	6.831619849694397	4.308075262465299	5.485625908613032	0.33945638847379245	0.27587008365231225	0.11417847044972297	0.27049505742417257	
4210000	-5980.8323738157105	-5991.776327131716	10.943953316005771	-4963.94004583735	-1027.8362812943658	0.2376919968297126	10.943953316005771	8.010696332553891	4.936328250155038	5.5540519885119775	0.33945638847379245	0.2790147586946677	0.11103379540736753	0.27049505742417257	
4215000	-5981.414257746014	-5992.0531010809955	10.638843334981466	-4964.4916606206325	-1027.5614404603627	0.24109959062979494	10.638843334981466	5.894572875796322	4.936328250155038	5.5540519885119775	0.3255359300121135	0.27404584556665074	0.11103379540736753	0.28938442901386846	
4220000	-5986.072615725617	-5995.804070100341	9.731454374724168	-4966.822398628958	-1028.981671471383	0.2564106559172109	9.731454374724168	10.546931781708134	4.02671569772887	5.599882934072847	0.3255359300121135	0.27404584556665074	0.11103379540736753	0.28938442901386846	
4225000	-5984.971706491704	-5994.004337735503	9.032631243798905	-4965.675376073397	-1028.3289616621055	0.25300953099673745	9.032631243798905	3.8653923618086785	4.02671569772887	5.599882934072847	0.33415158248458204	0.27404584556665074	0.11103379540736753	0.2807687765413999	
4230000	-5981.480674763567	-5991.749490062968	10.26881529940173	-4964.383456001719	-1027.3660340612487	0.2413571268525846	10.26881529940173	5.411333876035854	4.636227990661797	6.163651448979925	0.3323672505291803	0.27583017752205247	0.11103379540736753	0.2807687765413999	
4235000	-5989.80921897753	-6000.594195260011	10.784976282480878	-4972.037261522417	-1028.5569337375937	0.23989336095544528	10.784976282480878	6.113729731881146	4.636227990661797	6.034015266636657	0.3513353977317785	0.2568591294876631	0.11103669623915872	0.2807687765413999	
4240000	-5984.705775853802	-5994.741298150642	10.035522296840238	-4960.590241118957	-1034.1510570316852	0.27670448757244936	10.035522296840238	6.78667355201807	4.1702451940604774	5.841803463698073	0.3513353977317785	0.2568591294876631	0.11103669623915872	0.2807687765413999	
4245000	-5984.811531012081	-5995.332630684055	10.521099671974621	-4963.629410204417	-1031.7032204796387	0.25762022529720097	10.521099671974621	6.063736388044388	3.463552535786104	5.195037400657663	0.3348312980031566	0.2816280261752587	0.102771899280185	0.2807687765413999	
4250000	-5980.878416680121	-5991.066660722283	10.188244042162578	-4962.950719867178	-1028.115940855105	0.24539607269720684	10.188244042162578	9.700693602854557	3.463552535786104	5.284502245746505	0.3348312980031566	0.2623787315942452	0.12202119386119856	0.2807687765413999	
4255000	-5979.308926629106	-5990.033844636674	10.724918007568213	-4962.055464287812	-1027.9783803488615	0.23772007140959414	10.724918007568213	6.7499282767420405	4.020025754046709	5.284502245746505	0.3167527916590108	0.28045723793839095	0.12202119386119856	0.2807687765413999	
4260000	-5982.746942425559	-5993.183160176235	10.436217750676192	-4966.1994040714635	-1026.983756104772	0.2610091813918238	10.436217750676192	6.241245381669108	4.170374562569838	5.576218796535531	0.3004328222628043	0.27682999150639553	0.1244795344788382	0.2982576517519622	
4265000	-5978.995083265002	-5989.322721287729	10.327638022726754	-4955.275760903249	-1034.0469603844806	0.2535467059405134	10.327638022726754	9.20294027796743	4.053310638377501	4.94989536286183	0.32878991788884093	0.2932761389076021	0.10803338707763158	0.2699005561259257	
4270000	-5983.110192174499	-5993.56720985662	10.457017682120878	-4960.462063374193	-1033.1051464824266	0.26344134488683674	10.457017682120878	9.197467756420757	4.047305527118074	4.94989536286183	0.33375201315529857	0.2883140436411445	0.10803338707763158	0.2699005561259257	
4275000	-5984.785876213292	-5995.293740863992	10.507864650699679	-4964.262210219471	-1031.0315306445204	0.25933998604974073	10.507864650699679	6.962702366042505	4.774296362249334	6.885927183414521	0.33375201315529857	0.2883140436411445	0.10803338707763158	0.2699005561259257	
4280000	-5983.046054038191	-5993.428165289387	10.38211125119624	-4965.294383226058	-1028.1337820633287	0.24514802154707852	10.38211125119624	10.406335031016177	4.292411041591705	5.806562713275158	0.33375201315529857	0.2883140436411445	0.11982975279202253	0.2581041904115347	
4285000	-5990.165199740088	-6001.666223407944	11.50102366785615	-4983.342586263254	-1018.3236371446899	0.23217975339134397	11.50102366785615	7.721488982354198	4.292411041591705	6.533053858271764	0.3468013311227765	0.26792231857469456	0.11195283347040738	0.27332351683212186	
4290000	-5983.770968444831	-5994.250881221734	10.479912776903257	-4968.668130927544	-1025.5827502941902	0.22091520425024144	10.479912776903257	5.004443825477754	4.074797886822171	5.108080915386465	0.3468013311227765	0.26792231857469456	0.11195283347040738	0.27332351683212186	
4295000	-5979.9353831449325	-5991.089151510609	11.153768365675768	-4969.887519228895	-1021.2016322817134	0.23971587202838165	11.153768365675768	9.062119319076686	3.925177346435583	5.8553426831331095	0.3468013311227765	0.26792231857469456	0.11195283347040738	0.27332351683212186	
4300000	-5981.26124826292	-5991.87763181947	10.616383556549483	-4960.961839731996	-1030.9157920874734	0.2559846762763419	10.616383556549483	8.107753666197384	4.108285524077215	5.357598211329158	0.3468013311227765	0.26792231857469456	0.11195283347040738	0.27332351683212186	
4305000	-5982.153824989217	-5992.671929070357	10.518104081138997	-4961.874832218773	-1030.7970968515833	0.24253963892733038	10.518104081138997	5.911329998629339	4.078877176221312	5.357598211329158	0.3468013311227765	0.26792231857469456	0.11195283347040738	0.27332351683212186	
4310000	-5981.926252793777	-5993.005222097867	11.07896930408927	-4964.243893122242	-1028.7613289756243	0.24140554086513416	11.07896930408927	8.09061538950768	4.206365932456894	4.945322229409999	0.3068611192873231	0.29556646940439607	0.11195283347040738	0.28561957783787373	
4315000	-5981.402336188096	-5992.272262324931	10.86992613683493	-4968.658386177659	-1023.6138761472724	0.24419740543810672	10.86992613683493	7.969637371224327	4.418179969780913	6.063129307506017	0.3277597594804258	0.2746678292112934	0.12624729059806944	0.27132512071021164	
4320000	-5981.435405101987	-5991.31620465138	9.880799549392616	-4955.7101654237185	-1035.6060392276615	0.2644914876575065	9.880799549392616	6.627363404328707	4.035637924538141	5.703808581048241	0.3277597594804258	0.2746678292112934	0.12624729059806944	0.27132512071021164	
4325000	-5990.157928880777	-6000.152775191174	9.994846310397435	-4970.573838651633	-1029.5789365395417	0.2290933852323875	9.994846310397435	10.578707140879132	3.9676580210714913	5.245003087783361	0.3064302943697767	0.2973821464353173	0.12486243848469461	0.27132512071021164	
4330000	-5984.171132133322	-5994.658868531383	10.487736398060463	-4962.347989218466	-1032.3108793129165	0.24624398674823597	10.487736398060463	8.262688345992226	4.313359775045453	5.667763917321109	0.3258016918037191	0.2973821464353173	0.10549104105075223	0.27132512071021164	
4335000	-5986.043442865562	-5996.007953874629	9.964511009066968	-4954.81369735755	-1041.1942565170787	0.2582085567809637	9.964511009066968	7.38824623415461	5.174950300284124	5.60047778267092	0.31593039790809163	0.3072859642196834	0.1054585171620136	0.27132512071021164	
4340000	-5987.4193299986655	-5997.2990367406765	9.879706742011084	-4962.801977191313	-1034.4970595493635	0.25330463347353543	9.879706742011084	5.092202627730294	4.706802479919692	5.819936116571308	0.31410898277052296	0.3072859642196834	0.1054585171620136	0.2731465358477803	
4345000	-5984.62020316602	-5994.749718989598	10.129515823577666	-4960.755693849247	-1033.9940251403507	0.26119162402130974	10.129515823577666	5.188871170341077	4.781137722223355	5.819936116571308	0.3099914505731491	0.3114034964170573	0.1054585171620136	0.2731465358477803	
4350000	-5984.871508875734	-5993.493591085202	8.622082209467223	-4964.060496033316	-1029.4330950518865	0.23198531203374184	8.622082209467223	3.599282182044756	4.426615016149868	5.819936116571308	0.3465314544401371	0.2746147388435731	0.1054585171620136	0.27339528955427644	
4355000	-5978.580429287652	-5988.790565894403	10.210136606751039	-4959.991468534878	-1028.7990973595254	0.24568816387565057	10.210136606751039	10.464484640198533	4.426615016149868	5.023510128161557	0.3244883750076071	0.2904481958197796	0.1054585171620136	0.2796049120106	
4360000	-5981.852629914067	-5992.525924588718	10.673294674651693	-4964.334901171987	-1028.191023416731	0.24852599374066314	10.673294674651693	9.602857368046587	4.356402408619224	5.023510128161557	0.3359896722376275	0.2789468985897592	0.1054585171620136	0.2796049120106	
4365000	-5985.549391934843	-5996.73110274369	11.181710808847312	-4967.096548465473	-1029.6345542782171	0.23162461994786296	11.181710808847312	6.88608403027553	4.356402408619224	5.083199679559905	0.3359896722376275	0.2789468985897592	0.1054585171620136	0.2796049120106	
4370000	-5984.61585122204	-5993.267012916819	8.651161694779004	-4969.191089540036	-1024.0759233767828	0.23509626724087965	8.651161694779004	3.5009815338277415	3.4682984329846334	5.832398317355818	0.3359896722376275	0.2729178240306836	0.12020642513189032	0.2708860785997989	
4375000	-5983.992732385051	-5993.307061133757	9.31432874870669	-4963.3224634184735	-1029.9845977152831	0.24470399125828876	9.31432874870669	12.052643562729958	4.440388081896322	5.462908340556323	0.3359896722376275	0.29192683694486043	0.1011974122177135	0.2708860785997989	
4380000	-5986.731512288958	-5996.444369812065	9.712857523107177	-4958.45579850044	-1037.9885713116244	0.2632745045034818	9.712857523107177	4.9760492952103945	4.325908779868218	5.717966825417444	0.3359896722376275	0.29192683694486043	0.1011974122177135	0.2708860785997989	
4385000	-5982.0582596181885	-5991.585374062843	9.527114444654242	-4958.8379868309785	-1032.747387231864	0.24669864570587435	9.527114444654242	4.60713612406072	4.355912685092263	5.703895934727752	0.324028065832662	0.29192683694486043	0.1011974122177135	0.28284768500476437	
4390000	-5986.857528450336	-5991.981835799292	5.124307348956272	-4963.162130842732	-1028.8197049565597	0.25463614431290477	5.124307348956272	17.332934295950118	4.941954055714449	6.248992862731087	0.3339177898626917	0.2864648519460485	0.10727672024829359	0.27234063794296653	
4395000	-5980.744319581331	-5991.6132425210635	10.868922939732569	-4962.931141117626	-1028.6821014034374	0.24724925080108787	10.868922939732569	8.591918875948279	4.844500899757247	5.942636584310606	0.3339177898626917	0.2864648519460485	0.10727672024829359	0.27234063794296653	
4400000	-5988.372877197998	-5998.655911606201	10.283034408203457	-4958.767853402929	-1039.8880582032718	0.2708876562394203	10.283034408203457	6.483176936590543	4.844500899757247	5.521951222508314	0.3339177898626917	0.2864648519460485	0.10727672024829359	0.27234063794296653	
4405000	-5982.502260842244	-5992.218630437747	9.716369595503345	-4960.073822080014	-1032.1448083577336	0.24512994053696247	9.716369595503345	4.695069072901357	4.413333348737394	5.3676756653089095	0.3187112049480152	0.2864648519460485	0.10028424470338564	0.294539698402551	
4410000	-5983.171106738546	-5993.066188920491	9.895082181945392	-4957.498885743302	-1035.5673031771896	0.269573967654609	9.895082181945392	5.1653158548654625	4.189885156429852	5.3676756653089095	0.3237069721043974	0.291026808068883	0.10028424470338564	0.2849819751233343	
4415000	-5984.332177070521	-5994.59038827636	10.25821120583916	-4963.201409847646	-1031.3889784287135	0.25283201439953634	10.25821120583916	9.491370226964303	5.088387430558084	5.258221259813852	0.30994050541986257	0.291026808068883	0.1140507113879205	0.2849819751233343	
4420000	-5984.8675572724405	-5993.423555638758	8.555998366318075	-4962.8397850693755	-1030.583770569383	0.2427078882365414	8.555998366318075	13.365806089498287	4.579726319269443	5.8337870270058225	0.34267311777131815	0.291026808068883	0.1140507113879205	0.2522493627718787	
4425000	-5988.265776901294	-5999.2680786776455	11.002301776351107	-4970.70728627985	-1028.5607923977955	0.24700134859329542	11.002301776351107	7.489657184706881	5.348899229723262	6.252577420247355	0.33506188496561967	0.29863804087458146	0.11032712938274748	0.25597294477705174	
4430000	-5982.213131059688	-5992.685152345662	10.472021285973973	-4961.455319402362	-1031.2298329433	0.26156032660511586	10.472021285973973	6.940829110423531	4.251359139280375	5.820600596701951	0.33506188496561967	0.28380970676855294	0.125155463488776	0.25597294477705174	
4435000	-5986.196628608637	-5996.8006808614355	10.604052252798516	-4961.825307420715	-1034.9753734407204	0.241318643908795	10.604052252798516	7.746006854079839	3.695401849847699	5.031188703256053	0.33506188496561967	0.28380970676855294	0.125155463488776	0.25597294477705174	
4440000	-5991.182270678813	-6000.561812531605	9.379541852791967	-4977.011950780525	-1023.5498617510805	0.2313386650685125	9.379541852791967	12.05051412161335	3.312690025430019	6.27141680357859	0.33506188496561967	0.28380970676855294	0.125155463488776	0.25597294477705174	
4445000	-5988.517552104262	-6000.310503667213	11.792951562951284	-4983.336782282566	-1016.9737213846479	0.22015497065382533	11.792951562951284	8.419904471395366	3.312690025430019	6.242645055772816	0.36237148234617655	0.2581907147383848	0.125155463488776	0.254282339426663	
4450000	-5985.079114532512	-5996.130536883802	11.05142235128978	-4972.428164282433	-1023.702372601369	0.23555596747147245	11.05142235128978	8.207206118212062	3.6671075055995717	6.242645055772816	0.36237148234617655	0.2581907147383848	0.125155463488776	0.254282339426663	
4455000	-5983.682116411134	-5992.297635653904	8.615519242769139	-4955.459795072713	-1036.8378405811904	0.24982113363232822	8.615519242769139	3.7767212420333593	3.6644293729935975	4.716475005527418	0.3124883850159555	0.29278780263914844	0.11432643679182333	0.2803973755530731	
4460000	-5981.6130830835145	-5991.542713145214	9.92963006169989	-4958.160285844963	-1033.3824273002506	0.254858527640633	9.92963006169989	8.52071305845572	4.00800098752617	5.848220933836412	0.3124883850159555	0.29278780263914844	0.11432643679182333	0.2803973755530731	
4465000	-5982.892184724498	-5993.149205924135	10.257021199636643	-4963.059238289648	-1030.089967634486	0.25309836332223856	10.257021199636643	10.06672876060648	4.469737739805354	5.108806575304317	0.3124883850159555	0.29278780263914844	0.11508245477343856	0.27964135757145786	
4470000	-5979.791833323459	-5990.427926466561	10.636093143102151	-4960.750906550709	-1029.6770199158518	0.2567360347892784	10.636093143102151	6.933334620391474	4.469737739805354	5.697567107035325	0.30848148934023206	0.29278780263914844	0.11508245477343856	0.2836482532471813	
4475000	-5979.145255873147	-5989.0762105349995	9.930954661852123	-4953.0057194267865	-1036.070491108213	0.25828765924694347	9.930954661852123	5.336953126091414	4.245255974224978	4.972330525225076	0.3085117769353743	0.29278780263914844	0.11505216717829635	0.2836482532471813	
4480000	-5988.93261297705	-5997.1661334852215	8.23352050817219	-4966.899220756318	-1030.266912728904	0.2562346060767139	8.23352050817219	3.3743514796561054	4.577371123387404	6.313515531302394	0.3085117769353743	0.29278780263914844	0.11505216717829635	0.2836482532471813	
4485000	-5981.225972896248	-5991.079725682382	9.853752786133121	-4952.750419424159	-1038.3293062582222	0.266541002640628	9.853752786133121	7.87002316009458	4.577371123387404	5.506303702300463	0.3085117769353743	0.29278780263914844	0.11505216717829635	0.2836482532471813	
4490000	-5985.2542406975235	-5995.670063832163	10.415823134638796	-4966.505355439019	-1029.164708393144	0.24608151380277724	10.415823134638796	6.2523171386662915	5.634155907879723	6.327249236160495	0.3085117769353743	0.29278780263914844	0.11505216717829635	0.2836482532471813	
4495000	-5984.26922456665	-5994.775538206681	10.506313640030452	-4961.391877388733	-1033.383660817948	0.249454849708674	10.506313640030452	8.034045311143743	3.9725525731622495	5.246348266962251	0.3086590539926754	0.301071326545279	0.11490489012099521	0.2753647293410507	
4500000	-5985.86177628111	-5994.567316525131	8.70554024402103	-4957.714295815328	-1036.8530207098026	0.26189798298656464	8.70554024402103	3.9330693128187337	3.9725525731622495	5.633699426561283	0.3074625134350058	0.301071326545279	0.1161014306786648	0.2753647293410507	
4505000	-5984.031344782995	-5993.977348591138	9.946003808143466	-4967.287460145439	-1026.6898884456994	0.2572273252091364	9.946003808143466	11.087335589303757	3.9725525731622495	5.349976275984628	0.342531761765458	0.2660020782148268	0.1161014306786648	0.2753647293410507	
4510000	-5987.132242381134	-5996.638843593881	9.506601212746293	-4958.466633138547	-1038.172210455334	0.2886245781399779	9.506601212746293	8.790486298402302	3.7439016627541446	5.658614402464256	0.32549913936115993	0.28518602511742464	0.11395010618036501	0.2753647293410507	
4515000	-5988.887553342997	-5999.1711934885025	10.283640145505053	-4965.364719496905	-1033.8064739915967	0.23750057985931072	10.283640145505053	7.064651908896235	4.683162330497124	5.802381436540827	0.32549913936115993	0.2722628003061716	0.11395010618036501	0.28828795415230374	
